function_id;module;function_name;source_info;inc_time_p;inc_time_s;inc_time_s_min;inc_time_s_avg;inc_time_s_max;inc_cov_deviation;inc_time_deviation;exc_time_p;exc_time_s;exc_time_s_min;exc_time_s_avg;exc_time_s_max;exc_cov_deviation;exc_time_deviation;nb_threads;cats;label_name;flops;
1578;libc.so.6;_mcleanup;;35.100612640381;17.609998703003;0;0;0;0;0;35.100612640381;17.609998703003;0;0;0;0;0;;"0,0,0,0,100,0,0,0,0,0";_mcleanup;;
30;genetic_algorithm;__read_mol2_MOD_detect_hydrogen_bonds_between._omp_fn.0;complete_mol2_omp_mod.f90:348-387;24.945158004761;12.515001296997;0;0;0;0;0;0.0099667981266975;0.0050003486685455;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";__read_mol2_MOD_detect_hydrogen_bonds_between._omp_fn.0;;
269;libgomp.so.1.0.0;omp_get_num_procs;;12.168610572815;6.1049995422363;0;0;0;0;0;12.168610572815;6.1049995422363;0;0;0;0;0;;"0,0,100,0,0,0,0,0,0,0";omp_get_num_procs;;
25;genetic_algorithm;detect_hydrogen_bonds_between;complete_mol2_omp_mod.f90:307-307,complete_mol2_omp_mod.f90:320-348,complete_mol2_omp_mod.f90:402-402;4.2555274963379;2.1350009441376;0;0;0;0;0;0.0099659860134125;0.0049999416805804;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";__read_mol2_MOD_detect_hydrogen_bonds_between;;
778;libc.so.6;__libc_malloc;;4.0861020088196;2.0499999523163;0;0;0;0;0;4.0861020088196;2.0499999523163;0;0;0;0;0;;"0,0,0,0,0,0,0,0,100,0";__libc_malloc;;
777;libc.so.6;__default_morecore;;3.3585772514343;1.6850003004074;0;0;0;0;0;3.3585772514343;1.6850003004074;0;0;0;0;0;;"0,0,0,0,100,0,0,0,0,0";__default_morecore;;
1579;libgfortran.so.5.0.0;_gfortran_compare_string;;2.8901700973511;1.450000166893;0;0;0;0;0;2.8901700973511;1.450000166893;0;0;0;0;0;;"0,0,0,0,0,0,0,0,0,100";_gfortran_compare_string;;
21;genetic_algorithm;is_bonded;complete_mol2_omp_mod.f90:6-14;2.7606101036072;1.384999871254;0;0;0;0;0;2.7606101036072;1.384999871254;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";__bond_utils_MOD_is_bonded;;
2239;libc.so.6;__nss_database_lookup;;2.5014922618866;1.2550002336502;0;0;0;0;0;2.5014922618866;1.2550002336502;0;0;0;0;0;;"0,0,0,0,0,0,0,0,0,100";__nss_database_lookup;;
1581;libgfortran.so.5.0.0;_gfortran_string_len_trim;;1.724135518074;0.86499989032745;0;0;0;0;0;1.724135518074;0.86499989032745;0;0;0;0;0;;"0,0,0,0,0,0,0,0,0,100";_gfortran_string_len_trim;;
779;libc.so.6;__libc_free;;1.6145087480545;0.81000006198883;0;0;0;0;0;1.6145087480545;0.81000006198883;0;0;0;0;0;;"0,0,0,0,0,0,0,0,100,0";__libc_free;;
1582;libc.so.6;_mcount;;1.3055592775345;0.65499991178513;0;0;0;0;0;0.79728823900223;0.40000000596046;0;0;0;0;0;;"0,0,0,0,100,0,0,0,0,0";_mcount;;
541;libgfortran.so.5.0.0;_gfortran_set_max_subrecord_length;;1.1560678482056;0.5799999833107;0;0;0;0;0;1.1560678482056;0.5799999833107;0;0;0;0;0;;"0,0,0,0,0,0,0,0,0,100";_gfortran_set_max_subrecord_length;;
1582;libgfortran.so.5.0.0;_gfortran_string_trim;;0.79728823900223;0.40000000596046;0;0;0;0;0;0.79728823900223;0.40000000596046;0;0;0;0;0;;"0,0,0,0,0,0,0,0,0,100";_gfortran_string_trim;;
536;libgfortran.so.5.0.0;.plt.sec@start;;0.40861019492149;0.2049999833107;0;0;0;0;0;0.40861019492149;0.2049999833107;0;0;0;0;0;;"0,0,0,0,100,0,0,0,0,0";.plt.sec@start;;
-1;genetic_algorithm;unknown_function;;0.25911867618561;0.12999999523163;0;0;0;0;0;0;0;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";Unknown function;;
253;libgomp.so.1.0.0;omp_fulfill_event;;0.15945763885975;0.079999998211861;0;0;0;0;0;0.15945763885975;0.079999998211861;0;0;0;0;0;;"0,0,100,0,0,0,0,0,0,0";omp_fulfill_event;;
1481;libgfortran.so.5.0.0;_gfortran_st_set_nml_var_dim;;0.089694924652576;0.045000001788139;0;0;0;0;0;0.089694924652576;0.045000001788139;0;0;0;0;0;;"0,0,0,0,0,0,0,0,0,100";_gfortran_st_set_nml_var_dim;;
1425;libgfortran.so.5.0.0;_gfortran_st_flush;;0.089694924652576;0.045000001788139;0;0;0;0;0;0.089694924652576;0.045000001788139;0;0;0;0;0;;"0,0,0,0,0,0,0,0,0,100";_gfortran_st_flush;;
11;genetic_algorithm;crossover;genetic_algorithm.f90:320-320,genetic_algorithm.f90:330-349;0.059796612709761;0.029999999329448;0;0;0;0;0;0;0;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";crossover_;;
17;genetic_algorithm;genetic_docking;genetic_algorithm.f90:24-24,genetic_algorithm.f90:37-41,genetic_algorithm.f90:58-72,genetic_algorithm.f90:78-79,genetic_algorithm.f90:90-140;0.039864409714937;0.019999999552965;0;0;0;0;0;0;0;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";MAIN__;;
377;libm.so.6;__acosf_finite;;0.02989830635488;0.014999999664724;0;0;0;0;0;0.02989830635488;0.014999999664724;0;0;0;0;0;;"0,0,0,100,0,0,0,0,0,0";__acosf_finite;;
238;libgomp.so.1.0.0;GOMP_single_copy_end;;0.02989830635488;0.014999999664724;0;0;0;0;0;0.02989830635488;0.014999999664724;0;0;0;0;0;;"0,0,100,0,0,0,0,0,0,0";GOMP_single_copy_end;;
12;genetic_algorithm;select_parents;genetic_algorithm.f90:277-277,genetic_algorithm.f90:286-317;0.02989830635488;0.014999999664724;0;0;0;0;0;0;0;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";select_parents_;;
776;libc.so.6;timer_settime;;0.019932204857469;0.0099999997764826;0;0;0;0;0;0.019932204857469;0.0099999997764826;0;0;0;0;0;;"0,0,0,0,100,0,0,0,0,0";timer_settime;;
1489;libgfortran.so.5.0.0;_gfortran_transfer_complex128_write;;0.0099661024287343;0.0049999998882413;0;0;0;0;0;0.0099661024287343;0.0049999998882413;0;0;0;0;0;;"0,0,0,0,0,0,0,0,0,100";_gfortran_transfer_complex128_write;;
1483;libgfortran.so.5.0.0;_gfortran_st_write;;0.0099661024287343;0.0049999998882413;0;0;0;0;0;0.0099661024287343;0.0049999998882413;0;0;0;0;0;;"0,0,0,0,0,0,0,0,0,100";_gfortran_st_write;;
1459;libgfortran.so.5.0.0;_gfortran_st_open;;0.0099661024287343;0.0049999998882413;0;0;0;0;0;0.0099661024287343;0.0049999998882413;0;0;0;0;0;;"0,0,0,0,0,0,0,0,0,100";_gfortran_st_open;;
1458;libgfortran.so.5.0.0;_gfortran_ttynam;;0.0099661024287343;0.0049999998882413;0;0;0;0;0;0.0099661024287343;0.0049999998882413;0;0;0;0;0;;"0,0,0,0,0,0,0,0,0,100";_gfortran_ttynam;;
1323;libc.so.6;__getpagesize;;0.0099661024287343;0.0049999998882413;0;0;0;0;0;0.0099661024287343;0.0049999998882413;0;0;0;0;0;;"0,0,0,0,100,0,0,0,0,0";__getpagesize;;
784;libc.so.6;__libc_calloc;;0.0099661024287343;0.0049999998882413;0;0;0;0;0;0.0099661024287343;0.0049999998882413;0;0;0;0;0;;"0,0,0,0,0,0,0,0,100,0";__libc_calloc;;
656;libc.so.6;__pthread_mutex_unlock;;0.0099661024287343;0.0049999998882413;0;0;0;0;0;0.0099661024287343;0.0049999998882413;0;0;0;0;0;;"0,0,0,0,0,100,0,0,0,0";__pthread_mutex_unlock;;
216;libgomp.so.1.0.0;GOMP_parallel;;0.0099661024287343;0.0049999998882413;0;0;0;0;0;0.0099661024287343;0.0049999998882413;0;0;0;0;0;;"0,0,100,0,0,0,0,0,0,0";GOMP_parallel;;
165;libgomp.so.1.0.0;GOMP_loop_dynamic_next;;0.0099661024287343;0.0049999998882413;0;0;0;0;0;0.0099661024287343;0.0049999998882413;0;0;0;0;0;;"0,0,100,0,0,0,0,0,0,0";GOMP_loop_dynamic_next;;
150;libgomp.so.1.0.0;omp_get_device_num;;0.0099661024287343;0.0049999998882413;0;0;0;0;0;0.0099661024287343;0.0049999998882413;0;0;0;0;0;;"0,0,100,0,0,0,0,0,0,0";omp_get_device_num;;
24;genetic_algorithm;normalization;complete_mol2_omp_mod.f90:405-409;0.0099661024287343;0.0049999998882413;0;0;0;0;0;0.0099661024287343;0.0049999998882413;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";__read_mol2_MOD_normalization;;
23;genetic_algorithm;dot_product3;complete_mol2_omp_mod.f90:411-415;0.0099661024287343;0.0049999998882413;0;0;0;0;0;0.0099661024287343;0.0049999998882413;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";__read_mol2_MOD_dot_product3;;
