block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
1385;genetic_algorithm;complete_mol2_omp_mod.f90:375-377;6.2551951408386;1.3727022409439;0.10999999940395;0.15806451439857;0.20999999344349;1.4406909942627;0.025022568181157;31;;
1355;genetic_algorithm;complete_mol2_omp_mod.f90:364-368;3.350997209549;0.73537617921829;0.044999990612268;0.084677413105965;0.13999998569489;0.98524069786072;0.019490832462907;31;;
710;genetic_algorithm;complete_mol2_omp_mod.f90:12-12;2.4318664073944;0.53367292881012;0.024999996647239;0.061451606452465;0.084999985992908;0.76038706302643;0.013975784182549;31;;
1347;genetic_algorithm;complete_mol2_omp_mod.f90:362-363;1.6084786653519;0.35298055410385;0.0099999997764826;0.040645156055689;0.070000000298023;0.67846369743347;0.01302189938724;31;;
1384;genetic_algorithm;complete_mol2_omp_mod.f90:375-375;1.52550137043;0.33477118611336;0.00999999884516;0.03854838013649;0.069999985396862;0.8579775094986;0.015448488295078;31;;
1368;genetic_algorithm;complete_mol2_omp_mod.f90:371-372;1.1744445562363;0.25773176550865;0.0049999998882413;0.030666660517454;0.064999982714653;0.63354974985123;0.012228661216795;30;;
1372;genetic_algorithm;complete_mol2_omp_mod.f90:372-373;1.1297646760941;0.24792678654194;0.00499999942258;0.028548382222652;0.054999992251396;0.69868218898773;0.012727497145534;31;;
1376;genetic_algorithm;complete_mol2_omp_mod.f90:373-375;1.1297646760941;0.24792678654194;0.0099999997764826;0.028548382222652;0.054999992251396;0.54406577348709;0.010262676514685;31;;
1337;genetic_algorithm;complete_mol2_omp_mod.f90:361-361;0.98295909166336;0.21571031212807;0.00499999942258;0.024838706478477;0.044999990612268;0.64635139703751;0.011141800321639;31;;
1330;genetic_algorithm;complete_mol2_omp_mod.f90:360-360;0.65743374824524;0.14427378773689;0.00499999942258;0.016612902283669;0.034999996423721;0.38470682501793;0.0072326906956732;31;;
1351;genetic_algorithm;complete_mol2_omp_mod.f90:363-364;0.52339386940002;0.11485875397921;0.00499999942258;0.01464285608381;0.029999995604157;0.4500195980072;0.0080425450578332;28;;
703;genetic_algorithm;complete_mol2_omp_mod.f90:14-14;0.50424528121948;0.11065659672022;0.00499999942258;0.013166665099561;0.029999997466803;0.36600166559219;0.0068836794234812;30;;
701;genetic_algorithm;complete_mol2_omp_mod.f90:12-12;0.29361116886139;0.064432956278324;0.0049999989569187;0.0085185179486871;0.01999999769032;0.23223987221718;0.0041172276251018;27;;
1343;genetic_algorithm;complete_mol2_omp_mod.f90:360-360;0.27446261048317;0.060230802744627;0.00499999942258;0.0093478253111243;0.019999995827675;0.20719355344772;0.0040744063444436;23;;
1338;genetic_algorithm;complete_mol2_omp_mod.f90:362-362;0.26807975769043;0.058830086141825;0.0049999989569187;0.0087499991059303;0.024999996647239;0.27899172902107;0.0049453531391919;24;;
1361;genetic_algorithm;complete_mol2_omp_mod.f90:371-371;0.25531405210495;0.05602865293622;0.0049999989569187;0.011111110448837;0.024999998509884;0.39849987626076;0.0069780228659511;18;;
987;genetic_algorithm;complete_mol2_omp_mod.f90:345-345;0.24893128871918;0.054627954959869;0.19500003755093;0.19500003755093;0.19500003755093;0;0;1;;
982;genetic_algorithm;complete_mol2_omp_mod.f90:345-345;0.23616553843021;0.051826514303684;0.18500000238419;0.18500000238419;0.18500000238419;0;0;1;;
700;genetic_algorithm;complete_mol2_omp_mod.f90:6-9;0.22978265583515;0.050425790250301;0.00499999942258;0.00999999884516;0.019999999552965;0.26488307118416;0.0045374259352684;18;;
1301;genetic_algorithm;complete_mol2_omp_mod.f90:350-350;0.20425125956535;0.044822927564383;0.00499999942258;0.0076190470717847;0.014999999664724;0.20053359866142;0.0037480150349438;21;;
1380;genetic_algorithm;complete_mol2_omp_mod.f90:375-375;0.19786840677261;0.04342220723629;0.00499999942258;0.0064583327621222;0.0099999997764826;0.13030810654163;0.0023215278051794;24;;
1401;genetic_algorithm;complete_mol2_omp_mod.f90:350-350;0.17871984839439;0.039220061153173;0.00499999942258;0.0069999992847443;0.014999999664724;0.15041489899158;0.0029912150930613;20;;
1374;genetic_algorithm;complete_mol2_omp_mod.f90:373-373;0.17871984839439;0.039220061153173;0.0049999989569187;0.0077777770347893;0.014999999664724;0.22565975785255;0.0039191166870296;18;;
1378;genetic_algorithm;complete_mol2_omp_mod.f90:375-375;0.17871984839439;0.039220061153173;0.00499999942258;0.0073684202507138;0.014999998733401;0.1813430339098;0.0034834612160921;19;;
992;genetic_algorithm;complete_mol2_omp_mod.f90:345-345;0.15957130491734;0.035017915070057;0.125;0.125;0.125;0;0;1;;
1382;genetic_algorithm;complete_mol2_omp_mod.f90:375-375;0.15957130491734;0.035017915070057;0.0049999989569187;0.0073529407382011;0.0099999997764826;0.14030481874943;0.0025724787265062;17;;
984;genetic_algorithm;complete_mol2_omp_mod.f90:344-345;0.1531884521246;0.033617198467255;0.11999999731779;0.11999999731779;0.11999999731779;0;0;1;;
1357;genetic_algorithm;complete_mol2_omp_mod.f90:369-369;0.14680558443069;0.032216478139162;0.00499999942258;0.0076666660606861;0.014999998733401;0.20887662470341;0.0037161165382713;15;;
974;genetic_algorithm;complete_mol2_omp_mod.f90:344-345;0.14042276144028;0.03081576526165;0.11000000685453;0.11000000685453;0.11000000685453;0;0;1;;
1018;genetic_algorithm;complete_mol2_omp_mod.f90:342-342;0.14042273163795;0.030815759673715;0.10999999940395;0.10999999940395;0.10999999940395;0;0;1;;
997;genetic_algorithm;complete_mol2_omp_mod.f90:345-345;0.13403990864754;0.029415048658848;0.10500000417233;0.10500000417233;0.10500000417233;0;0;1;;
706;genetic_algorithm;complete_mol2_omp_mod.f90:12-12;0.12765702605247;0.02801432646811;0.0049999989569187;0.0058823525905609;0.0099999997764826;0.11441016942263;0.001964763039723;17;;
1399;genetic_algorithm;complete_mol2_omp_mod.f90:351-351;0.12765702605247;0.02801432646811;0.00499999942258;0.0071428567171097;0.014999998733401;0.17678837478161;0.0032310304231942;14;;
1370;genetic_algorithm;complete_mol2_omp_mod.f90:372-372;0.1212741881609;0.026613611727953;0.0049999989569187;0.0059374994598329;0.0099999997764826;0.10255261510611;0.0020155643578619;16;;
1340;genetic_algorithm;complete_mol2_omp_mod.f90:360-360;0.10850848257542;0.023812180384994;0.00499999942258;0.0060714283026755;0.0099999997764826;0.12795194983482;0.0021290765143931;14;;
699;genetic_algorithm;complete_mol2_omp_mod.f90:6-6;0.10212562978268;0.022411463782191;0.00499999942258;0.0061538456939161;0.0099999997764826;0.12555384635925;0.002192644868046;13;;
961;genetic_algorithm;complete_mol2_omp_mod.f90:342-342;0.095742769539356;0.021010745316744;0.074999988079071;0.074999988079071;0.074999988079071;0;0;1;;
971;genetic_algorithm;complete_mol2_omp_mod.f90:343-343;0.095742769539356;0.021010745316744;0.074999988079071;0.074999988079071;0.074999988079071;0;0;1;;
1333;genetic_algorithm;complete_mol2_omp_mod.f90:361-361;0.089359924197197;0.019610030576587;0.0049999989569187;0.0058333328925073;0.00999999884516;0.10806753486395;0.0019462470663711;12;;
1304;genetic_algorithm;complete_mol2_omp_mod.f90:351-351;0.082977071404457;0.018209312111139;0.00499999942258;0.007222221698612;0.014999998733401;0.25402784347534;0.0036324155516922;9;;
704;genetic_algorithm;complete_mol2_omp_mod.f90:12-12;0.082977071404457;0.018209312111139;0.00499999942258;0.007222221698612;0.014999997802079;0.17932181060314;0.0036324153188616;9;;
1345;genetic_algorithm;complete_mol2_omp_mod.f90:362-362;0.082977071404457;0.018209312111139;0.00499999942258;0.0054166661575437;0.00999999884516;0.081145502626896;0.0014433754840866;12;;
966;genetic_algorithm;complete_mol2_omp_mod.f90:343-343;0.082977063953876;0.018209312111139;0.064999990165234;0.064999990165234;0.064999990165234;0;0;1;;
985;genetic_algorithm;complete_mol2_omp_mod.f90:344-345;0.082977063953876;0.018209312111139;0.064999990165234;0.064999990165234;0.064999990165234;0;0;1;;
1006;genetic_algorithm;complete_mol2_omp_mod.f90:345-345;0.082977063953876;0.018209312111139;0.064999990165234;0.064999990165234;0.064999990165234;0;0;1;;
1366;genetic_algorithm;complete_mol2_omp_mod.f90:371-371;0.076594218611717;0.016808597370982;0.00499999942258;0.0059999995864928;0.0099999997764826;0.10305750370026;0.0021081848535687;10;;
1358;genetic_algorithm;complete_mol2_omp_mod.f90:369-369;0.076594218611717;0.016808597370982;0.00499999942258;0.0054545449092984;0.0099999997764826;0.086128979921341;0.0015075567644089;11;;
1012;genetic_algorithm;complete_mol2_omp_mod.f90:342-342;0.076594211161137;0.016808595508337;0.059999987483025;0.059999987483025;0.059999987483025;0;0;1;;
1335;genetic_algorithm;complete_mol2_omp_mod.f90:361-361;0.070211365818977;0.015407879836857;0.0049999989569187;0.0054999995045364;0.00999999884516;0.086384207010269;0.0015811385819688;10;;
1004;genetic_algorithm;complete_mol2_omp_mod.f90:345-345;0.070211358368397;0.015407878905535;0.054999992251396;0.054999992251396;0.054999992251396;0;0;1;;
1000;genetic_algorithm;complete_mol2_omp_mod.f90:345-345;0.070211358368397;0.015407878905535;0.054999988526106;0.054999988526106;0.054999988526106;0;0;1;;
1002;genetic_algorithm;complete_mol2_omp_mod.f90:345-345;0.070211358368397;0.015407878905535;0.054999988526106;0.054999988526106;0.054999988526106;0;0;1;;
708;genetic_algorithm;complete_mol2_omp_mod.f90:12-12;0.063828513026237;0.014007163234055;0.0049999989569187;0.00499999942258;0.0049999998882413;0.01754117757082;3.1044086745702e-10;10;;
968;genetic_algorithm;complete_mol2_omp_mod.f90:343-343;0.063828513026237;0.014007163234055;0.049999989569187;0.049999989569187;0.049999989569187;0;0;1;;
970;genetic_algorithm;complete_mol2_omp_mod.f90:343-343;0.063828513026237;0.014007163234055;0.049999989569187;0.049999989569187;0.049999989569187;0;0;1;;
1349;genetic_algorithm;complete_mol2_omp_mod.f90:363-363;0.057445663958788;0.012606447562575;0.00499999942258;0.0056249997578561;0.0099999997764826;0.088255181908607;0.001767767011188;8;;
