block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
1385;genetic_algorithm;complete_mol2_omp_mod.f90:375-377;7.6517329216003;0.14499999582767;;;;;;;;
1355;genetic_algorithm;complete_mol2_omp_mod.f90:364-368;7.3878798484802;0.13999998569489;;;;;;;;
710;genetic_algorithm;complete_mol2_omp_mod.f90:12-12;3.6939399242401;0.069999992847443;;;;;;;;
1347;genetic_algorithm;complete_mol2_omp_mod.f90:362-363;2.6385281085968;0.049999989569187;;;;;;;;
1368;genetic_algorithm;complete_mol2_omp_mod.f90:371-372;2.1108224391937;0.03999999165535;;;;;;;;
1384;genetic_algorithm;complete_mol2_omp_mod.f90:375-375;1.5831168889999;0.029999991878867;;;;;;;;
1337;genetic_algorithm;complete_mol2_omp_mod.f90:361-361;1.5831168889999;0.029999991878867;;;;;;;;
1372;genetic_algorithm;complete_mol2_omp_mod.f90:372-373;1.0554114580154;0.019999999552965;;;;;;;;
1376;genetic_algorithm;complete_mol2_omp_mod.f90:373-375;1.0554114580154;0.019999999552965;;;;;;;;
1330;genetic_algorithm;complete_mol2_omp_mod.f90:360-360;1.0554114580154;0.019999999552965;;;;;;;;
703;genetic_algorithm;complete_mol2_omp_mod.f90:14-14;0.79155856370926;0.014999997802079;;;;;;;;
1378;genetic_algorithm;complete_mol2_omp_mod.f90:375-375;0.79155856370926;0.014999997802079;;;;;;;;
1338;genetic_algorithm;complete_mol2_omp_mod.f90:362-362;0.79155856370926;0.014999997802079;;;;;;;;
1357;genetic_algorithm;complete_mol2_omp_mod.f90:369-369;0.79155856370926;0.014999997802079;;;;;;;;
1351;genetic_algorithm;complete_mol2_omp_mod.f90:363-364;0.52770572900772;0.0099999997764826;;;;;;;;
1399;genetic_algorithm;complete_mol2_omp_mod.f90:351-351;0.52770572900772;0.0099999997764826;;;;;;;;
1401;genetic_algorithm;complete_mol2_omp_mod.f90:350-350;0.26385286450386;0.0049999998882413;;;;;;;;
843;genetic_algorithm;complete_mol2_omp_mod.f90:413-416;0.26385286450386;0.0049999998882413;;;;;;;;
699;genetic_algorithm;complete_mol2_omp_mod.f90:6-6;0.26385286450386;0.0049999998882413;;;;;;;;
701;genetic_algorithm;complete_mol2_omp_mod.f90:12-12;0.26385286450386;0.0049999998882413;;;;;;;;
706;genetic_algorithm;complete_mol2_omp_mod.f90:12-12;0.26385286450386;0.0049999998882413;;;;;;;;
1361;genetic_algorithm;complete_mol2_omp_mod.f90:371-371;0.26385286450386;0.0049999998882413;;;;;;;;
1374;genetic_algorithm;complete_mol2_omp_mod.f90:373-373;0.26385286450386;0.0049999998882413;;;;;;;;
1380;genetic_algorithm;complete_mol2_omp_mod.f90:375-375;0.26385286450386;0.0049999998882413;;;;;;;;
1349;genetic_algorithm;complete_mol2_omp_mod.f90:363-363;0.26385286450386;0.0049999998882413;;;;;;;;
1340;genetic_algorithm;complete_mol2_omp_mod.f90:360-360;0.26385286450386;0.0049999998882413;;;;;;;;
1333;genetic_algorithm;complete_mol2_omp_mod.f90:361-361;0.26385286450386;0.0049999998882413;;;;;;;;
