function_id;module;function_name;source_info;inc_time_p;inc_time_s;inc_time_s_min;inc_time_s_avg;inc_time_s_max;inc_cov_deviation;inc_time_deviation;exc_time_p;exc_time_s;exc_time_s_min;exc_time_s_avg;exc_time_s_max;exc_cov_deviation;exc_time_deviation;nb_threads;cats;label_name;flops;
269;libgomp.so.1.0.0;omp_get_num_procs;;36.364517211914;18.335000991821;0;0;0;0;0;36.364517211914;18.335000991821;0;0;0;0;0;;"0,0,100,0,0,0,0,0,0,0";omp_get_num_procs;;
1578;libc.so.6;_mcleanup;;33.54817199707;16.914999008179;0;0;0;0;0;33.54817199707;16.914999008179;0;0;0;0;0;;"0,0,0,0,100,0,0,0,0,0";_mcleanup;;
30;genetic_algorithm;__read_mol2_MOD_detect_hydrogen_bonds_between._omp_fn.0;complete_mol2_omp_mod.f90:348-387;25.059484481812;12.635000228882;0;0;0;0;0;0.0099161164835095;0.004999709315598;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";__read_mol2_MOD_detect_hydrogen_bonds_between._omp_fn.0;;
21;genetic_algorithm;is_bonded;complete_mol2_omp_mod.f90:6-14;3.4113428592682;1.7200002670288;0;0;0;0;0;3.4113428592682;1.7200002670288;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";__bond_utils_MOD_is_bonded;;
1582;libc.so.6;_mcount;;1.4280039072037;0.72000002861023;0;0;0;0;0;1.4280039072037;0.72000002861023;0;0;0;0;0;;"0,0,0,0,100,0,0,0,0,0";_mcount;;
253;libgomp.so.1.0.0;omp_fulfill_event;;0.08925024420023;0.045000001788139;0;0;0;0;0;0.08925024420023;0.045000001788139;0;0;0;0;0;;"0,0,100,0,0,0,0,0,0,0";omp_fulfill_event;;
150;libgomp.so.1.0.0;omp_get_device_num;;0.049583468586206;0.025000000372529;0;0;0;0;0;0.049583468586206;0.025000000372529;0;0;0;0;0;;"0,0,100,0,0,0,0,0,0,0";omp_get_device_num;;
377;libm.so.6;__acosf_finite;;0.0099166929721832;0.0049999998882413;0;0;0;0;0;0.0099166929721832;0.0049999998882413;0;0;0;0;0;;"0,0,0,100,0,0,0,0,0,0";__acosf_finite;;
182;libgomp.so.1.0.0;GOMP_loop_end;;0.0099166929721832;0.0049999998882413;0;0;0;0;0;0.0099166929721832;0.0049999998882413;0;0;0;0;0;;"0,0,100,0,0,0,0,0,0,0";GOMP_loop_end;;
152;libgomp.so.1.0.0;GOMP_loop_dynamic_start;;0.0099166929721832;0.0049999998882413;0;0;0;0;0;0.0099166929721832;0.0049999998882413;0;0;0;0;0;;"0,0,100,0,0,0,0,0,0,0";GOMP_loop_dynamic_start;;
109;libm.so.6;acosf;;0.0099166929721832;0.0049999998882413;0;0;0;0;0;0.0099166929721832;0.0049999998882413;0;0;0;0;0;;"0,0,0,100,0,0,0,0,0,0";acosf;;
24;genetic_algorithm;normalization;complete_mol2_omp_mod.f90:405-409;0.0099166929721832;0.0049999998882413;0;0;0;0;0;0.0099166929721832;0.0049999998882413;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";__read_mol2_MOD_normalization;;
