block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
1385;genetic_algorithm;complete_mol2_omp_mod.f90:375-377;9.4737033843994;0.18000002205372;;;;;;;;
710;genetic_algorithm;complete_mol2_omp_mod.f90:12-12;3.6842172145844;0.069999992847443;;;;;;;;
1355;genetic_algorithm;complete_mol2_omp_mod.f90:364-368;3.6842169761658;0.069999992847443;;;;;;;;
1347;genetic_algorithm;complete_mol2_omp_mod.f90:362-363;2.3684251308441;0.044999994337559;;;;;;;;
1372;genetic_algorithm;complete_mol2_omp_mod.f90:372-373;2.1052668094635;0.03999999165535;;;;;;;;
1384;genetic_algorithm;complete_mol2_omp_mod.f90:375-375;1.8421084880829;0.034999996423721;;;;;;;;
1368;genetic_algorithm;complete_mol2_omp_mod.f90:371-372;1.578950047493;0.029999995604157;;;;;;;;
1376;genetic_algorithm;complete_mol2_omp_mod.f90:373-375;1.3157918453217;0.024999996647239;;;;;;;;
1337;genetic_algorithm;complete_mol2_omp_mod.f90:361-361;1.3157918453217;0.024999996647239;;;;;;;;
703;genetic_algorithm;complete_mol2_omp_mod.f90:14-14;0.78947508335114;0.014999997802079;;;;;;;;
1361;genetic_algorithm;complete_mol2_omp_mod.f90:371-371;0.78947508335114;0.014999997802079;;;;;;;;
1351;genetic_algorithm;complete_mol2_omp_mod.f90:363-364;0.78947508335114;0.014999997802079;;;;;;;;
1330;genetic_algorithm;complete_mol2_omp_mod.f90:360-360;0.78947508335114;0.014999997802079;;;;;;;;
1301;genetic_algorithm;complete_mol2_omp_mod.f90:350-350;0.52631676197052;0.00999999884516;;;;;;;;
699;genetic_algorithm;complete_mol2_omp_mod.f90:6-6;0.52631676197052;0.00999999884516;;;;;;;;
1380;genetic_algorithm;complete_mol2_omp_mod.f90:375-375;0.52631676197052;0.00999999884516;;;;;;;;
1333;genetic_algorithm;complete_mol2_omp_mod.f90:361-361;0.52631676197052;0.00999999884516;;;;;;;;
1401;genetic_algorithm;complete_mol2_omp_mod.f90:350-350;0.26315838098526;0.00499999942258;;;;;;;;
1378;genetic_algorithm;complete_mol2_omp_mod.f90:375-375;0.26315838098526;0.00499999942258;;;;;;;;
1353;genetic_algorithm;complete_mol2_omp_mod.f90:364-364;0.26315838098526;0.00499999942258;;;;;;;;
1389;genetic_algorithm;complete_mol2_omp_mod.f90:381-381;0.26315838098526;0.00499999942258;;;;;;;;
1343;genetic_algorithm;complete_mol2_omp_mod.f90:360-360;0.26315838098526;0.00499999942258;;;;;;;;
1364;genetic_algorithm;complete_mol2_omp_mod.f90:369-369;0.26315838098526;0.00499999942258;;;;;;;;
