function_id;module;function_name;source_info;inc_time_p;inc_time_s;inc_time_s_min;inc_time_s_avg;inc_time_s_max;inc_cov_deviation;inc_time_deviation;exc_time_p;exc_time_s;exc_time_s_min;exc_time_s_avg;exc_time_s_max;exc_cov_deviation;exc_time_deviation;nb_threads;cats;label_name;flops;
269;libgomp.so.1.0.0;omp_get_num_procs;;34.34073638916;0.62500005960464;0;0;0;0;0;34.34073638916;0.62500005960464;0;0;0;0;0;;"0,0,100,0,0,0,0,0,0,0";omp_get_num_procs;;
29;genetic_algorithm;__read_mol2_MOD_detect_hydrogen_bonds_between._omp_fn.0;complete_mol2_omp_mod.f90:350-389;28.846221923828;0.52500009536743;0;0;0;0;0;0.54945778846741;0.010000110603869;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";__read_mol2_MOD_detect_hydrogen_bonds_between._omp_fn.0;;
1578;libc.so.6;_mcleanup;;28.571489334106;0.51999998092651;0;0;0;0;0;28.571489334106;0.51999998092651;0;0;0;0;0;;"0,0,0,0,100,0,0,0,0,0";_mcleanup;;
20;genetic_algorithm;is_bonded;complete_mol2_omp_mod.f90:6-14;3.2967095375061;0.059999983757734;0;0;0;0;0;3.2967095375061;0.059999983757734;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";__bond_utils_MOD_is_bonded;;
1582;libc.so.6;_mcount;;2.4725320339203;0.044999986886978;0;0;0;0;0;2.4725320339203;0.044999986886978;0;0;0;0;0;;"0,0,0,0,100,0,0,0,0,0";_mcount;;
377;libm.so.6;__acosf_finite;;0.549451649189;0.00999999884516;0;0;0;0;0;0.549451649189;0.00999999884516;0;0;0;0;0;;"0,0,0,100,0,0,0,0,0,0";__acosf_finite;;
152;libgomp.so.1.0.0;GOMP_loop_dynamic_start;;0.549451649189;0.00999999884516;0;0;0;0;0;0.549451649189;0.00999999884516;0;0;0;0;0;;"0,0,100,0,0,0,0,0,0,0";GOMP_loop_dynamic_start;;
150;libgomp.so.1.0.0;omp_get_device_num;;0.549451649189;0.00999999884516;0;0;0;0;0;0.549451649189;0.00999999884516;0;0;0;0;0;;"0,0,100,0,0,0,0,0,0,0";omp_get_device_num;;
253;libgomp.so.1.0.0;omp_fulfill_event;;0.2747258245945;0.00499999942258;0;0;0;0;0;0.2747258245945;0.00499999942258;0;0;0;0;0;;"0,0,100,0,0,0,0,0,0,0";omp_fulfill_event;;
168;libc.so.6;__sigaction;;0.2747258245945;0.00499999942258;0;0;0;0;0;0.2747258245945;0.00499999942258;0;0;0;0;0;;"0,0,0,0,0,100,0,0,0,0";__sigaction;;
23;genetic_algorithm;normalization;complete_mol2_omp_mod.f90:407-411;0.2747258245945;0.00499999942258;0;0;0;0;0;0.2747258245945;0.00499999942258;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";__read_mol2_MOD_normalization;;
