block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
1385;genetic_algorithm;complete_mol2_omp_mod.f90:375-377;6.8965668678284;0.12999998033047;;;;;;;;
1355;genetic_algorithm;complete_mol2_omp_mod.f90:364-368;4.77454662323;0.089999996125698;;;;;;;;
1347;genetic_algorithm;complete_mol2_omp_mod.f90:362-363;2.9177780151367;0.054999988526106;;;;;;;;
1368;genetic_algorithm;complete_mol2_omp_mod.f90:371-372;2.6525254249573;0.049999989569187;;;;;;;;
710;genetic_algorithm;complete_mol2_omp_mod.f90:12-12;2.3872728347778;0.044999986886978;;;;;;;;
1372;genetic_algorithm;complete_mol2_omp_mod.f90:372-373;1.8567678928375;0.034999996423721;;;;;;;;
1337;genetic_algorithm;complete_mol2_omp_mod.f90:361-361;1.8567678928375;0.034999996423721;;;;;;;;
1376;genetic_algorithm;complete_mol2_omp_mod.f90:373-375;1.3262628316879;0.024999998509884;;;;;;;;
1330;genetic_algorithm;complete_mol2_omp_mod.f90:360-360;0.79575771093369;0.014999997802079;;;;;;;;
701;genetic_algorithm;complete_mol2_omp_mod.f90:12-12;0.53050512075424;0.00999999884516;;;;;;;;
1361;genetic_algorithm;complete_mol2_omp_mod.f90:371-371;0.53050512075424;0.00999999884516;;;;;;;;
1382;genetic_algorithm;complete_mol2_omp_mod.f90:375-375;0.53050512075424;0.00999999884516;;;;;;;;
1384;genetic_algorithm;complete_mol2_omp_mod.f90:375-375;0.53050512075424;0.00999999884516;;;;;;;;
1351;genetic_algorithm;complete_mol2_omp_mod.f90:363-364;0.53050512075424;0.00999999884516;;;;;;;;
1325;genetic_algorithm;complete_mol2_omp_mod.f90:355-356;0.53050512075424;0.00999999884516;;;;;;;;
1343;genetic_algorithm;complete_mol2_omp_mod.f90:360-360;0.53050512075424;0.00999999884516;;;;;;;;
1401;genetic_algorithm;complete_mol2_omp_mod.f90:350-350;0.26525256037712;0.00499999942258;;;;;;;;
703;genetic_algorithm;complete_mol2_omp_mod.f90:14-14;0.26525256037712;0.00499999942258;;;;;;;;
706;genetic_algorithm;complete_mol2_omp_mod.f90:12-12;0.26525256037712;0.00499999942258;;;;;;;;
1370;genetic_algorithm;complete_mol2_omp_mod.f90:372-372;0.26525256037712;0.00499999942258;;;;;;;;
1380;genetic_algorithm;complete_mol2_omp_mod.f90:375-375;0.26525256037712;0.00499999942258;;;;;;;;
1321;genetic_algorithm;complete_mol2_omp_mod.f90:354-355;0.26525256037712;0.00499999942258;;;;;;;;
1333;genetic_algorithm;complete_mol2_omp_mod.f90:361-361;0.26525256037712;0.00499999942258;;;;;;;;
